GAME_ID,EVENT_ID,COMMENT_TX
"TBA201108210",66,"replay,7,damoj001,TBA,wintm901,STP01,O,Y,I,,H $Johnny Damon's fly hit the top of the wall on the yellow line and caromed back onto the field; it was ruled a home run (thus a grand slam); Damon stopped at 2B but eventually ran the circuit; Mariners manager Eric Wedge asked crew chief Mike Winters about the call, so Winters watched the replay; after a 2:41 delay, Winters overturned the call to a ball in play, giving Damon a double and allowing all three runners to score; Damon was stranded at 2B"
"TBA201108220",56,"Rays center fielder B. J. Upton left the game due to an injured shoulder"
"TBA201109090",27,"$the ball struck John Lackey's left calf"
"TBA201109090",30,"Red Sox pitcher John Lackey left the game due to a bruised left calf"
"TBA201109230",65,"ej,uptob001,P,hicke901,Call at 2B Rays center fielder B. J. Upton ejected by 2B umpire Ed Hickox"
"TBA201109260",47,"ej,martr004,P,schrp901,Balls and strikes (while catching) $as Johnny Damon stepped into the batter's box, HP umpire Paul Schrieber stepped in front of catcher Russell Martin and said something; when Martin answered, he was ejected by Schreiber"
"TBA201109280",73,"$After pitch hit Kotchman, it deflected into catcher Montero's hand, bruising two fingers. He left game but X-rays showed no breaks."
"TBA201104010",58,"$B.J. Upton left early trying to steal 3B; while in the rundown, he and shortstop J.J. Hardy collided; 3B umpire Scott Barry called Upton out for running out of the baseline; Upton, 3B coach Ton Foley and manager Joe Maddon all argued the call with Barry, having expected an obstruction call"
"TBA201104170",21,"$while attempting to bunt the first pitch, Johnny Damon suffered a bruise on the tip of his left ring finger when it was struck by the ball"
"TBA201104200",48,"ej,piera001,P,knigb901,Balls and strikes $White Sox Pierzynski ejected by HP umpire Knight between innings for arguing balls and strikes"
"TBA201104290",53,"ej,joycm001,P,hallt901,Called third strike Rays Matt Joyce ejected by HP umpire Tom Hallion for arguing the called third strike as he walked away; he turned back to Hallion instead of walking away"
"TBA201104300",35,"$Kelly Shoppach called for interfering with catcher Hank Conger"
"TBA201105040",36,"Rays pitcher Jeff Niemann left the game due to an injured back"
"TBA201105040",59,"ej,farrj001,M,fairc901,Balls and strikes $Toronto manager John Farrell walked to the plate after making the pitching change and talked to HP umpire Chad Fairchild; after a brief, calm discussion, Fairchild ejected Farrell"
"TBA201105040",60,"ej,maddj801,M,westj901,Changed call at 1B $the throw to first was wide on the foul side of the bag; first baseman Adam Lind swiped at Sam Fuld as he ran past; Fuld was called safe by 1B umpire Joe West; the umpires huddled and then Fuld was called out; 1B coach George Hendrick started talking with West and Rays Manager Joe Maddon ran out to argue; West told Maddon to go back to the dugout a couple of times and then ejected Maddon"
"TBA201105040",72,"ej,uptob001,P,fairc901,Called third strike $B.J. Upton went nuts after being called out for the third time in the game; he was immediately ejected by HP umpire Chad Fairchild; Upton kept yelling and pointing at Fairchild and had to be restrained by two coaches"
"TBA201105170",75,"replay,9,shopk001,TBA,darlg901,STP01,O,N,I,,H $Kelly Shoppach's towering fly ball appeared to hit one of the catwalks at Tropicana Field; Yankees LF Brett Gardner caught the ball on the warning track; Rays manager Joe Maddon talked with crew chief Gary Darling and asked if the ball hit the C-ring catwalk; if it did, the play is a home run by ground rule; Darling watched the replay for 4 minutes and 2 seconds and upheld the call"
"TBA201105280",77,"$originally scored E3, changed to single on 5-29, changed back to E3 on 6-10"
"TBA201105290",36,"Rays first baseman Casey Kotchman left the game due to an injured ankle"
"TBA201106160",7,"Red Sox shortstop Jed Lowrie left the game due to an injured shoulder"
"TBA201106160",52,"Red Sox pitcher Clay Buchholz left the game due to lower back tightness"
"TBA201106170",68,"ej,rodre001,M,barrt901,Allowing run to score from first on fan $the line drive landed on the chalk and bounced into foul territory where it was caught by a fan; interference was called but HP umpire Ted Barrett allowed Evan Longoria to score from 1B; Marlins Manager Edwin Rodriguez came out to ask about why Longoria was allowed to score on what he thought was a  double and dead ball; Barrett told Rodriguez that it was a judgement call by the umpire; when Rodriguez argued the call, he was ejected by Barrett"
"TBA201106190",0,"$after Marlins manager Edwin Rodriguz resigned, the club was run by bench coach Brandon Hyde on an interim basis"
"TBA201106270",51,"$Rays Evan Longoria rounded 2B thinking that Matt Joyce's fly would drop in; he passed Ben Zobrist, who was going back to 2B to tag up; 2B umpire Angel Hernandez immediately called out Longoria"
"TBA201107010",57,"ej,maddj801,M,carav901,Balls and strikes $Rays Manager Maddon ejected by HP umpire Carapazza for arguing balls and strikes after walk to Berkman"
"TBA201107010",60,"ej,howej003,P,carav901,Balls and strikes ej,pricd001,P,eddid901,Bench jockeying ej,johne002,P,eddid901,Bench jockeying $Pitcher Howell ejected by HP umpire Carapazza for arguing balls and strikes; he argued with umpire when getting a new ball; Rays Price and Johnson ejected from bench by 2B umpire Eddings"
"TBA201107170",42,"$Ortiz' backswing struck HP umpire Fairchild on side of head"
"TBA201107170",53,"$Rays Sean Rodriguez hit a foul ball that struck a lamp on a catwalk in LF; the ball shattered the lamp with pieces falling onto the field and into the seats; there was a delay while the grounds crew picked up the shattered glass; music from 'The Natural' played on the PA"
"TBA201107170",66,"$Lobaton left the game with a sprained left knee; placed on DL"
"TBA201107170",77,"$a 2-2 pitch to Josh Reddick was ruled no swing by 3B umpire Jim Reynolds; the Rays were very unhappy with the call"
"TBA201107170",78,"ej,maddj801,M,fairc901,Balls and strikes $Rays manager Maddon ejected by HP umpire Fairchild for arguing balls and strikes while making pitching change"
"TBA201107170",80,"ej,martd002,C,fairc901,Opponent throwing bat $Rays coach and acting manager Martinez ejected by HP umpire Fairchild for arguing that Scutaro had thrown bat at catcher, but umpire ruled that bat was thrown at random and happened to bounce near catcher"
"TBA201107180",45,"$the game was delayed for 18 minutes when a bank of lights lost power"
"TBA201108060",2,"originally scored as 3E1, changed on 8-11 to single"
"TBA201108060",49,"$a foul ball by Sean Rodriguez landed in a trash can in the RF picnic area; the can had a cover on it and the ball went in the opening on the side of the cover"
"TBA201108190",57,"originally scored as E5, changed to S5 the next day"
"TBA201108210",66,"replay,7,damoj001,TBA,wintm901,STP01,O,Y,I,,H $Johnny Damon's fly hit the top of the wall on the yellow line and caromed back onto the field; it was ruled a home run (thus a grand slam); Damon stopped at 2B but eventually ran the circuit; Mariners manager Eric Wedge asked crew chief Mike Winters about the call, so Winters watched the replay; after a 2:41 delay, Winters overturned the call to a ball in play, giving Damon a double and allowing all three runners to score; Damon was stranded at 2B"
"TBA201108220",56,"Rays center fielder B. J. Upton left the game due to an injured shoulder"
"TBA201109090",27,"$the ball struck John Lackey's left calf"
"TBA201109090",30,"Red Sox pitcher John Lackey left the game due to a bruised left calf"
"TBA201109230",65,"ej,uptob001,P,hicke901,Call at 2B Rays center fielder B. J. Upton ejected by 2B umpire Ed Hickox"
"TBA201109260",47,"ej,martr004,P,schrp901,Balls and strikes $Catcher Martin ejected by HP umpire Schrieber for arguing as Damon stepped into the batter's box"
"TBA201109280",73,"$After pitch hit Kotchman, it deflected into catcher Montero's hand, bruising two fingers. He left game but X-rays showed no breaks."
