"GAME_ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"FLO199404170",38,"$one pitch to Matt Williams was high and inside","1994FLO.EVN.regular.comment.csv",2
"FLO199404170",49,"$the pitch was inside and buzzed Robby Thompson","1994FLO.EVN.regular.comment.csv",3
"FLO199404170",61,"$the second pitch to Mark Portugal was high and inside","1994FLO.EVN.regular.comment.csv",4
"FLO199404170",63,"$both teams warned","1994FLO.EVN.regular.comment.csv",5
"FLO199404170",72,"ej,santb001,P,willc901,Charging mound ej,baked002,M,willc901,Rogers threw at batter after warning ej,rogek002,P,willc901,Throwing at batter after warning $the second pitch to Benito Santiago hit his left index finger on the bat for a foul ball; he stayed on the ground for a bit then got up and ran at pitcher Kevin Rogers; both benches emptied; Santiago, Rogers and Giants manager Dusty Baker ejected by HP umpire Charlie Williams","1994FLO.EVN.regular.comment.csv",6
"FLO199405060",15,"Debut game for Charles Johnson","1994FLO.EVN.regular.comment.csv",7
"FLO199405080",1,"ej,dyksl001,P,herna901,Called third strike Lenny Dykstra ejected by HP umpire Angel Hernandez","1994FLO.EVN.regular.comment.csv",8
"FLO199405200",3,"$Rheal Cormier left before throwing any pitches","1994FLO.EVN.regular.comment.csv",9
"FLO199405220",0,"Protest=V","1994FLO.EVN.regular.comment.csv",10
"FLO199405220",27,"ej,aquil001,P,vanol901,Fighting ej,desto001,P,vanol901,Charging mound ej,gilkb001,P,vanol901,Fighting ej,watsa001,P,vanol901,Intentional HBP $Orestes Destrade charged the mound; pitcher Allen Watson threw his glove at Destrade, knocking off the latter's glasses and cutting the bridge of his nose; Destrade threw a couple of punches; both benches emptied; Bernard Gilkey and Luis Aquino fought; Gilkey accidentally punched 1B umpire Charlie Reliford on the back of the head; Destrade, Watson, Gilkey and Aquino ejected by HP umpire Larry Vanover; Cardinals manager Joe Torre played the game under protest","1994FLO.EVN.regular.comment.csv",11
"FLO199405230",24,"Debut game for Jesus Tavarez","1994FLO.EVN.regular.comment.csv",12
"FLO199406070",10,"$when Raul Mondesi took his time coming to the plate, HP umpire Joe West told pitcher David Weathers to pitch; West called the pitch a strike, with Mondesi about 15 feet from HP","1994FLO.EVN.regular.comment.csv",13
"FLO199406170",0,"Debut for umpire Brian Gibbons","1994FLO.EVN.regular.comment.csv",14
"FLO199406210",19,"ej,wilkr001,P,froeb901,Allowing a pitch to hit HP umpire $catcher Rick Wilkins missed a swinging third strike and the ball struck HP umpire Jerry Crawford on the chest; Crawford was bent over in pain for a few minutes and the other umpires gathered around Crawford; 3B umpire Bruce Froemming and Wilkins started shouting at each other and Wilkins was ejected by Froemming; Froemming had been hurt last year when a pitch got past Wilkins and Froemming said after the game that umpires seem to get hurt when Wilkins catches","1994FLO.EVN.regular.comment.csv",15
"FLO199406300",51,"ej,lachr101,M,tatat901,Fair/foul call (Reversed) $Ryan Klesko's fly hit the screen on the LF pole; it was ruled a foul ball by 3B umpire Terry Tata; Braves manager Bobby Cox argued the call and the umpires huddled, reversing the ruling to a home run; Marlins manager Rene Lachemann came onto the field and argued with each umpire until he was ejected by Tata","1994FLO.EVN.regular.comment.csv",16
"FLO199407010",86,"Debut game for Jose Oliva","1994FLO.EVN.regular.comment.csv",17
"FLO199407060",71,"Debut game for Steve Pegues","1994FLO.EVN.regular.comment.csv",18
"FLO199407070",20,"Debut game for Trent Hubbard","1994FLO.EVN.regular.comment.csv",19
"FLO199407310",58,"ej,cordw001,P,herna901,Shoving Chuck Carr in play at 2B Wil Cordero ejected by 2B umpire Angel Hernandez for shoving Chuck Carr","1994FLO.EVN.regular.comment.csv",20
"FLO199407310",79,"ej,lachr101,M,hallt901,Intentional HBP ej,perey001,P,hallt901,Intentional HBP Yorkis Perez and Marlins manager Rene Lachemann ejected by HP umpire Tom Hallion","1994FLO.EVN.regular.comment.csv",21
"FLO199408110",40,"ej,shefg001,P,vanol901,Balls and strikes Gary Sheffield ejected by HP umpire Larry Vanover","1994FLO.EVN.regular.comment.csv",22
"FLO199408110",63,"game called for rain","1994FLO.EVN.regular.comment.csv",23
