"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"CLE195505040",30,"ej,stenc101,M,nappl901,Balls and strikes $Yankees manager Stengel ejected by HP umpire Napp for arguing ball 4 to Pope","1955CLE.EVA.regular.comment.csv",2
"CLE195505082",81,"$Runner on 1st thought the ball had been caught and returned to his base, but batter Renna kept running to second so for a moment it appeared the A's had the bases loaded, but Renna was correctly called out for passing Wilson who remained on 1st","1955CLE.EVA.regular.comment.csv",3
"CLE195506080",55,"$DWS: This sure is suspicious, but is the best fit to the scorecard notation","1955CLE.EVA.regular.comment.csv",4
"CLE195507150",44,"39 minute rain delay","1955CLE.EVA.regular.comment.csv",5
"CLE195508260",11,"Larry Doby left with pulled thigh muscle","1955CLE.EVA.regular.comment.csv",6
"CLE195508281",0,"$a drizzle fell for the first five innings then the sun came out","1955CLE.EVA.regular.comment.csv",7
"CLE195508282",14,"$lights turned on","1955CLE.EVA.regular.comment.csv",8
"CLE195508282",39,"ej,lopea102,M,honoj901,Call at HP $catcher Hank Foiles caught the relay throw about 10 feet up the 3B line; Eddie Yost collided with Foiles rolled over the catcher and fell on HP; Indians Manager Al Lopez ejected by HP umpire Jim Honochick","1955CLE.EVA.regular.comment.csv",9
"CLE195509041",10,"ej,dropw101,P,summb901,Balls and strikes Walt Dropo ejected by HP umpire Bill Summers","1955CLE.EVA.regular.comment.csv",10
"CLE195509041",38,"$struck on head","1955CLE.EVA.regular.comment.csv",11
"CLE195509160",28,"$Billy Hoeft left with a pulled tendon in his elbow","1955CLE.EVA.regular.comment.csv",12
