"MIL201204060",0,"$Cardinals manager Mike Matheny's debut as a skipper"FILENAME_TX","LINE_NUMBER_CT"

"MIL201204060",48,"$Jonathan Lucroy called out for runner interference"2012MIL.EVN.regular.comment.csv",2

"MIL201204200",30,"$first career homer for Norichika Aoki; LF Carlos Gonzalez dove and missed the soft line drive and the ball rolled to the wall; Aoki scored without a play"2012MIL.EVN.regular.comment.csv",3

"MIL201205110",63,"Cubs pitcher Carlos Marmol left the game due to an injured leg"2012MIL.EVN.regular.comment.csv",4

"MIL201205200",16,"$Edwin Maysonet called for batter interference"2012MIL.EVN.regular.comment.csv",5

"MIL201205200",77,"$Drew Butera, a catcher, appeared as pitcher, as did his father in 1985 and 1986"2012MIL.EVN.regular.comment.csv",6

"MIL201205200",82,"ej,dillt001,P,wendh002,Throwing at batter $Brewers pitcher Tim Dillard's second pitch to Jamey Carroll was behind the batter; Dillard ejected by HP umpire Hunter Wendelstedt"2012MIL.EVN.regular.comment.csv",7

"MIL201205210",80,"Brewers left fielder Ryan Braun left the game due to an injured groin"2012MIL.EVN.regular.comment.csv",8

"MIL201205230",12,"Brewers pitcher Marco Estrada left the game due to an injured hip"2012MIL.EVN.regular.comment.csv",9

"MIL201206010",66,"Brewers left fielder Ryan Braun left the game due to an injured hip"2012MIL.EVN.regular.comment.csv",10

"MIL201206020",52,"Brewers third baseman Aramis Ramirez left the game due to an injured leg"2012MIL.EVN.regular.comment.csv",11

"MIL201206180",50,"$Edwin Encarnacion's home run Bernie the Brewer's slide"2012MIL.EVN.regular.comment.csv",12

"MIL201206180",64,"replay,7,ramia001,MIL,danlk901,MIL06,F,Y,I,,H $the fly ball by Aramis Ramirez hit the edge of the pad on the LF wall; the play was ruled a foul ball by 3B umpire Paul Nauert; Brewers manager Ron Roenicke asked about the call, so acting crew chief Kerwin Danley Watched the replay and overturned the call to a home run; the ball glanced off the edge of the pad, which was not aligned straight up the foul line; that ball might have been foul except for the incorrect alignment of the pad"2012MIL.EVN.regular.comment.csv",13

"MIL201206200",72,"Blue Jays third baseman Brett Lawrie left the game due to an injured knee"2012MIL.EVN.regular.comment.csv",14

"MIL201206290",50,"$Aaron Hill hit for the cycle for the second time in June"2012MIL.EVN.regular.comment.csv",15

"MIL201206290",75,"fan interference"2012MIL.EVN.regular.comment.csv",16

"MIL201207020",15,"$when the second pitch buzzed Carlos Zambrano, HP umpire Derryl Cousins warned both teams since the pitch looked like retribution for Zambrano hitting Ryan Braun"2012MIL.EVN.regular.comment.csv",17

"MIL201207020",16,"$as Carlos Zambrano ran past the mound, he spoke to Zack Greinke but kept moving"2012MIL.EVN.regular.comment.csv",18

"MIL201207020",50,"ej,buckj001,P,cousd901,Checked swing (Slammed bat to ground) Marlins catcher John Buck ejected by HP umpire Derryl Cousins"2012MIL.EVN.regular.comment.csv",19

"MIL201207130",0,"$the third consecutive start for Zack Greinke; he was ejected on July 7 after four pitches; he started again the next day and then the team was off for four days due to the All Star Game"2012MIL.EVN.regular.comment.csv",20

"MIL201207170",14,"Cardinals left fielder Matt Holliday left the game due to an injured leg"2012MIL.EVN.regular.comment.csv",21

"MIL201207170",52,"ej,berkl001,P,gormb901,Checked swing $Lance Berkman was called out on a checked swing by HP umpire Brian Gorman; Berkman objected to the ruling and went into the clubhouse to watch a replay of the pitch; when he returned to the bench, he yelled at Gorman and was ejected by Gorman; Berkman then went onto the field during the pitching change to continue the argument"2012MIL.EVN.regular.comment.csv",22

"MIL201207170",52,"Brewers left fielder Ryan Braun left the game due to an injured leg"2012MIL.EVN.regular.comment.csv",23

"MIL201207290",33,"Nationals first baseman Adam LaRoche left the game due to an injured back"2012MIL.EVN.regular.comment.csv",24

"MIL201207310",74,"ej,narrj001,C,knigb901,Balls and strikes ej,roenr001,M,knigb901,Balls and strikes $after the fourth pitch to Justin Maxwell, he turned toward the bench thinking he had struck out; HP umpire Brian Knight called the pitch ball two; Brewers coach Jerry Narron yelled about the call from the bench and was ejected by Knight; Brewers manager Ron Roenicke came out arguing and was ejected by Knight"2012MIL.EVN.regular.comment.csv",25

"MIL201208180",30,"$Jonathan Lucroy missed 2B as he rounded the bag while watching Ryan Braun's fly ball; the ball struck the yellow stripe at the top of the wall and caromed back onto the field; Lucroy went back to touch 2B while Braun rounded 1B and ran halfway to 2B before realizing that Lucroy was there; the Phillies caught Braun in a rundown, where he eventually just ran past 2B into LF and was called out for leaving the baseline"2012MIL.EVN.regular.comment.csv",26

"MIL201208310",9,"Pirates pitcher Jeff Karstens left the game due to an injured hip"2012MIL.EVN.regular.comment.csv",27

"MIL201209120",17,"Brewers center fielder Carlos Gomez left the game due to an injured leg"2012MIL.EVN.regular.comment.csv",28

"MIL201210030",47,"replay,5,headc001,SDN,joycj901,MIL06,F,Y,I,,H $Chase Headley's fly ball down the RF line was ruled a home run; Brewers manager Ron Roenicke asked about the call so acting crew chief Jim Joyce watched the replay and overturned the call to a foul ball"2012MIL.EVN.regular.comment.csv",29

